timeString,year,month,day,hour,minute,second,pex,tex,rhsh,tgrad,nb,dbeg,dend,conctotal,10,12,14,16,19,22,26,30,35,41,48,56,65,76,89,105,122,143,167,196,229,267,313,366,428,500,time
2020-03-18 07:51:23,2020,3,18,7,51,23,1011.9,296.6,30.2,-99.9,26,10.0,500.0,668.93,70.4,85.6,101.1,141.2,179.6,207.0,207.5,239.8,198.8,269.0,279.4,304.6,423.7,488.2,410.9,73.2,0.0,0.0,714.2,1033.0,1028.3,801.6,878.7,717.1,516.6,473.8,2020-03-18 07:51:23
2020-03-18 08:05:04,2020,3,18,8,5,4,1011.8,296.6,30.2,-99.9,26,10.0,500.0,1207.6,316.3,239.5,241.3,315.2,378.4,427.0,499.3,523.9,537.4,655.5,747.0,898.0,891.1,921.0,1004.9,1056.5,1197.4,1190.4,1098.2,704.5,689.7,594.7,772.5,774.3,596.1,499.2,2020-03-18 08:05:04
2020-03-18 08:18:45,2020,3,18,8,18,45,1011.8,296.6,30.2,-99.9,26,10.0,500.0,1547.2,540.0,325.8,369.4,417.8,419.0,538.6,590.5,640.7,853.8,925.5,997.7,1071.7,1106.1,1188.8,1241.4,1373.6,1396.5,1196.2,1222.6,1037.0,1154.1,924.9,1130.1,835.5,663.2,605.8,2020-03-18 08:18:45
2020-03-18 08:32:26,2020,3,18,8,32,26,1011.8,296.6,30.2,-99.9,26,10.0,500.0,1204.1,293.2,239.8,274.4,249.2,321.6,339.5,428.9,483.7,532.2,533.1,643.8,696.5,771.9,798.4,1036.1,1204.1,1221.3,1068.2,950.9,884.5,1061.1,886.8,997.2,771.2,591.8,439.3,2020-03-18 08:32:26
2020-03-18 08:46:07,2020,3,18,8,46,7,1011.9,296.6,30.2,-99.9,26,10.0,500.0,1407.9,363.1,319.3,362.2,290.3,416.9,491.2,553.9,583.2,692.0,761.9,875.0,942.9,1016.7,1166.0,1259.1,1230.7,1155.6,1111.4,1029.7,988.3,1116.6,1040.1,1080.2,843.7,553.6,472.8,2020-03-18 08:46:07
2020-03-18 08:59:48,2020,3,18,8,59,48,1011.8,296.8,30.1,-99.9,26,10.0,500.0,1479.9,438.9,388.2,296.3,280.4,381.2,414.4,549.5,641.6,614.0,695.6,843.9,1045.3,1120.6,1170.8,1325.7,1356.1,1333.2,1174.6,1240.2,1173.2,1221.9,1045.8,1131.0,858.3,665.7,370.7,2020-03-18 08:59:48
2020-03-18 09:13:29,2020,3,18,9,13,29,1012.0,296.9,30.1,-99.9,26,10.0,500.0,1679.3,257.7,290.8,342.5,339.4,456.1,505.6,505.5,624.5,728.7,883.0,958.4,1003.6,1146.4,1204.6,1367.1,1586.9,1670.5,1417.7,1313.0,1170.7,1441.2,1237.3,1385.7,1165.0,841.0,867.9,2020-03-18 09:13:29
2020-03-18 09:27:10,2020,3,18,9,27,10,1011.9,296.8,30.3,-99.9,26,10.0,500.0,2139.8,658.1,600.7,405.4,521.1,623.2,807.0,976.8,1008.5,1120.3,1227.7,1489.3,1783.2,1422.4,634.9,2293.5,2143.0,1985.8,1726.0,1529.2,1405.7,1589.8,1410.2,1486.3,1109.6,858.2,671.3,2020-03-18 09:27:10
2020-03-18 09:40:51,2020,3,18,9,40,51,1012.1,296.8,30.4,-99.9,26,10.0,500.0,1690.9,403.8,382.2,479.4,465.3,567.1,609.2,771.3,1001.3,888.1,976.0,1027.2,1119.4,1309.2,1299.0,1399.4,1409.4,1501.5,1328.0,1290.7,1125.5,1279.2,1064.4,1191.4,870.7,659.2,462.9,2020-03-18 09:40:51
2020-03-18 09:54:32,2020,3,18,9,54,32,1012.0,296.6,30.4,-99.9,26,10.0,500.0,1341.6,503.7,387.8,68.7,4.2,0.0,0.0,70.1,0.0,0.0,1169.1,1070.8,1197.9,1467.8,1562.0,1431.0,1342.2,1255.9,1459.9,1994.6,2154.1,1885.2,590.5,103.6,18.3,3.2,1.4,2020-03-18 09:54:32
2020-03-18 10:08:13,2020,3,18,10,8,13,1012.1,296.5,30.4,-99.9,26,10.0,500.0,1447.9,0.0,117.5,816.6,922.9,1041.7,1240.9,1294.9,1160.6,1157.4,1048.6,958.7,236.5,565.9,876.7,868.9,801.2,678.2,552.1,619.1,760.9,1049.4,1083.5,1232.0,948.8,729.2,543.3,2020-03-18 10:08:13
2020-03-18 10:21:54,2020,3,18,10,21,54,1012.2,296.4,30.3,-99.9,26,10.0,500.0,1876.6,1005.4,662.4,643.8,611.7,675.0,790.6,970.1,996.7,1044.3,1088.6,1257.2,1325.1,1304.6,1425.7,1388.6,1296.0,1448.5,1379.1,1403.9,1137.5,1258.7,1108.2,1196.3,941.5,710.7,544.1,2020-03-18 10:21:54
2020-03-18 10:35:35,2020,3,18,10,35,35,1012.2,296.4,30.2,-99.9,26,10.0,500.0,1357.2,744.4,665.3,491.3,608.1,607.6,670.7,700.4,841.7,832.4,893.2,852.1,874.4,825.5,916.6,908.4,926.3,848.8,718.9,691.8,612.3,867.1,780.1,1046.8,871.0,658.6,517.4,2020-03-18 10:35:35
2020-03-18 10:49:16,2020,3,18,10,49,16,1012.2,296.5,30.1,-99.9,26,10.0,500.0,1154.3,530.7,390.8,318.2,403.2,463.9,530.6,536.2,631.5,698.9,717.0,706.0,711.4,757.1,764.8,805.0,737.1,720.1,623.4,616.8,619.8,862.5,836.4,1002.8,825.1,637.9,538.0,2020-03-18 10:49:16
2020-03-18 11:02:57,2020,3,18,11,2,57,1012.2,296.8,30.0,-99.9,26,10.0,500.0,1155.2,651.5,371.7,370.5,346.7,422.5,468.9,533.0,568.4,610.5,664.9,711.0,764.8,754.0,768.8,828.3,832.9,755.7,654.4,748.7,692.9,905.2,706.6,961.6,773.4,636.6,495.0,2020-03-18 11:02:57
2020-03-18 11:16:53,2020,3,18,11,16,53,1012.0,296.8,29.9,-99.9,26,10.0,500.0,1590.5,369.9,4857.9,1081.7,499.3,427.6,391.0,442.4,464.9,495.4,570.4,628.8,775.4,828.4,878.7,972.8,968.9,1069.6,968.3,1059.1,950.4,1048.8,869.7,976.1,781.0,593.7,433.7,2020-03-18 11:16:53
2020-03-18 11:30:34,2020,3,18,11,30,34,1011.7,297.3,29.7,-99.9,26,10.0,500.0,1512.5,321.4,341.1,284.6,345.7,379.8,536.4,613.9,692.9,699.6,827.5,977.6,1087.7,1082.7,1205.8,1313.0,1395.2,1293.3,1127.6,1085.6,1058.9,1235.2,1123.3,1197.0,874.2,685.8,470.1,2020-03-18 11:30:34
2020-03-18 11:44:15,2020,3,18,11,44,15,1011.5,297.4,29.7,-99.9,26,10.0,500.0,1524.2,367.8,380.7,365.2,392.1,529.4,536.7,566.8,672.9,761.0,850.8,971.6,1035.0,1060.9,1158.7,1377.7,1357.1,1401.4,1128.2,1223.8,1067.0,1207.9,979.1,1082.4,812.2,653.3,489.1,2020-03-18 11:44:15
2020-03-18 11:57:56,2020,3,18,11,57,56,1011.4,297.6,29.7,-99.9,26,10.0,500.0,1548.5,287.0,385.9,332.8,332.5,459.3,537.7,667.0,756.5,784.5,822.9,990.6,1115.2,1160.8,1128.0,1244.3,1370.8,1373.2,1327.5,1197.5,1084.6,1206.2,1014.8,1083.6,899.1,665.6,557.4,2020-03-18 11:57:56
2020-03-18 12:11:37,2020,3,18,12,11,37,1011.2,297.8,29.8,-99.9,26,10.0,500.0,1556.8,390.4,408.3,310.4,370.1,396.7,495.1,566.1,735.9,731.9,814.6,1017.6,1159.2,1154.9,1267.9,1319.0,1298.3,1416.7,1292.4,1214.3,1116.8,1236.4,1078.8,1148.4,868.3,622.1,477.9,2020-03-18 12:11:37
2020-03-18 12:25:18,2020,3,18,12,25,18,1011.1,297.8,29.9,-99.9,26,10.0,500.0,1548.7,424.9,346.8,364.9,387.3,483.3,527.6,629.2,688.6,792.5,842.0,941.1,1003.3,1102.8,1239.9,1364.2,1403.9,1363.0,1291.7,1227.5,1040.3,1125.5,915.8,1056.3,858.9,706.7,660.6,2020-03-18 12:25:18
2020-03-18 12:38:59,2020,3,18,12,38,59,1010.9,297.9,29.9,-99.9,26,10.0,500.0,1646.9,390.1,335.3,393.4,386.9,445.9,534.4,617.5,760.6,789.4,990.4,1010.8,1045.0,1172.7,1320.3,1433.9,1540.0,1441.7,1372.2,1184.3,1108.9,1245.3,1230.4,1332.0,940.5,694.0,518.4,2020-03-18 12:38:59
2020-03-18 12:52:40,2020,3,18,12,52,40,1010.7,298.0,29.9,-99.9,26,10.0,500.0,1703.7,481.9,357.7,348.4,377.6,473.7,605.5,714.0,750.7,877.6,944.3,1034.5,1187.1,1408.3,1394.0,1521.8,1510.8,1543.2,1298.9,1281.2,1159.9,1282.5,1143.1,1221.5,979.2,655.9,516.1,2020-03-18 12:52:40
2020-03-18 13:06:21,2020,3,18,13,6,21,1010.5,298.1,29.9,-99.9,26,10.0,500.0,1671.9,402.0,358.1,368.1,443.7,512.9,589.3,699.4,710.7,843.1,953.4,1041.1,1138.5,1285.2,1445.1,1474.3,1445.1,1428.2,1355.9,1330.5,1184.3,1265.8,1094.0,1185.4,893.6,663.8,490.3,2020-03-18 13:06:21
2020-03-18 13:20:02,2020,3,18,13,20,2,1010.4,298.1,29.9,-99.9,26,10.0,500.0,1603.3,344.3,346.5,326.2,400.1,477.7,507.5,619.6,746.4,801.8,827.3,934.3,1088.2,1161.9,1300.4,1367.2,1441.8,1407.0,1307.8,1311.0,1166.2,1217.6,1056.0,1218.4,924.9,701.3,591.5,2020-03-18 13:20:02
2020-03-18 13:33:43,2020,3,18,13,33,43,1010.4,298.1,29.9,-99.9,26,10.0,500.0,1606.3,412.7,340.6,332.2,417.2,485.6,525.2,583.8,768.1,849.8,933.3,1010.2,1140.2,1200.1,1343.1,1459.3,1419.4,1385.9,1139.8,1255.1,1168.5,1255.3,1085.6,1092.9,878.5,655.3,498.2,2020-03-18 13:33:43
2020-03-18 13:47:24,2020,3,18,13,47,24,1010.8,298.3,29.9,-99.9,26,10.0,500.0,1700.0,441.9,351.7,491.1,423.0,589.5,559.9,712.7,774.0,937.9,1035.2,1139.0,1233.0,1384.5,1356.4,1368.3,1518.1,1642.7,2277.8,1539.1,1725.5,38.7,2087.5,1388.1,0.0,0.0,0.0,2020-03-18 13:47:24
2020-03-18 14:01:05,2020,3,18,14,1,5,1010.5,298.5,30.0,-99.9,26,10.0,500.0,1605.5,206.9,407.9,411.9,279.0,387.2,588.1,609.4,678.8,739.0,905.0,955.3,1100.1,1137.4,1107.6,1281.1,1426.0,1539.0,1253.2,1362.5,1234.2,1302.9,1019.7,1238.2,950.9,710.6,793.0,2020-03-18 14:01:05
2020-03-18 14:14:46,2020,3,18,14,14,46,1010.1,298.3,30.3,-99.9,26,10.0,500.0,1491.3,393.0,423.8,340.9,363.6,367.5,533.9,574.4,638.0,686.2,808.3,928.0,976.7,974.9,1128.8,1313.8,1312.4,1318.2,1166.2,1143.0,963.2,1097.6,970.5,1148.1,952.1,676.9,744.6,2020-03-18 14:14:46
2020-03-18 14:28:27,2020,3,18,14,28,27,1009.8,297.8,30.6,-99.9,26,10.0,500.0,1440.7,329.8,280.9,331.1,352.1,391.4,523.3,540.8,637.2,721.8,788.4,860.3,974.1,1164.5,1210.4,1151.6,1208.2,1238.2,1100.0,1193.8,914.5,1128.0,941.1,1159.2,812.6,629.1,617.0,2020-03-18 14:28:27
2020-03-18 14:42:08,2020,3,18,14,42,8,1009.6,297.3,30.9,-99.9,26,10.0,500.0,1448.9,377.3,315.6,298.5,385.8,434.0,521.4,623.2,651.7,664.0,807.7,885.6,1007.3,989.6,1164.9,1255.4,1261.8,1149.8,1085.2,1192.6,1013.4,1178.3,951.2,1145.8,854.5,629.1,476.8,2020-03-18 14:42:08
2020-03-18 14:55:49,2020,3,18,14,55,49,1009.4,296.9,30.9,-99.9,26,10.0,500.0,1454.7,435.7,361.1,308.1,379.1,403.1,490.1,525.9,692.7,796.1,840.6,922.5,1006.8,1071.7,1154.8,1254.2,1253.8,1260.2,1097.7,1014.9,1008.1,1120.2,928.5,1081.0,840.5,640.1,517.5,2020-03-18 14:55:49
2020-03-18 15:09:30,2020,3,18,15,9,30,1009.2,296.8,30.8,-99.9,26,10.0,500.0,1471.6,530.7,325.9,321.5,316.9,450.9,499.2,570.7,645.2,777.6,775.1,839.3,911.9,1077.9,1212.9,1277.8,1317.8,1242.8,1155.0,1172.2,982.1,1150.5,948.2,1134.0,874.2,636.6,507.6,2020-03-18 15:09:30
2020-03-18 15:23:11,2020,3,18,15,23,11,1009.0,296.8,30.6,-99.9,26,10.0,500.0,1474.6,541.7,381.7,398.5,325.4,436.6,458.8,569.3,717.2,745.7,864.2,863.4,937.9,1037.6,1127.7,1206.2,1322.8,1276.2,1125.1,1069.0,972.5,1127.5,992.6,1148.7,874.6,679.2,497.7,2020-03-18 15:23:11
2020-03-18 15:36:52,2020,3,18,15,36,52,1008.9,296.8,30.5,-99.9,26,10.0,500.0,1438.5,374.5,222.1,332.3,369.9,465.0,465.0,571.2,637.4,683.6,696.5,942.1,1034.1,1088.0,1165.2,1239.3,1199.8,1258.4,1131.6,1183.1,983.9,1160.2,916.6,1100.4,819.0,638.7,488.9,2020-03-18 15:36:52
2020-03-18 15:50:33,2020,3,18,15,50,33,1008.8,296.8,30.5,-99.9,26,10.0,500.0,1483.6,468.6,342.1,316.3,319.1,404.3,484.4,556.0,658.4,705.7,815.5,901.8,972.7,1072.9,1179.3,1250.0,1314.0,1357.1,1156.9,1190.3,1014.8,1158.1,993.4,1088.3,873.5,661.9,575.0,2020-03-18 15:50:33
2020-03-18 16:04:14,2020,3,18,16,4,14,1008.7,296.8,30.4,-99.9,26,10.0,500.0,1424.3,346.5,331.9,357.4,446.9,441.1,479.1,574.9,674.2,779.7,839.8,893.2,972.1,1030.6,1120.5,1166.6,1282.6,1206.6,1120.2,1040.8,928.9,1061.3,901.2,1052.1,799.7,621.6,489.2,2020-03-18 16:04:14
2020-03-18 16:17:55,2020,3,18,16,17,55,1008.6,296.8,30.3,-99.9,26,10.0,500.0,1394.7,392.3,303.5,340.8,367.2,403.8,524.7,606.0,637.6,682.6,805.5,933.2,1042.9,1089.5,1044.2,875.3,1074.5,1269.3,1129.0,1025.2,928.7,1063.6,947.0,1030.5,827.7,672.3,506.2,2020-03-18 16:17:55
2020-03-18 16:31:36,2020,3,18,16,31,36,1008.5,296.8,30.3,-99.9,26,10.0,500.0,1517.1,439.0,303.8,418.7,345.4,443.6,526.2,670.2,737.7,760.3,890.9,1038.1,1091.9,1116.6,1177.7,1258.3,1396.4,1417.7,1207.5,1079.9,1047.1,1038.1,916.2,1017.3,863.1,639.1,483.1,2020-03-18 16:31:36
2020-03-18 16:45:17,2020,3,18,16,45,17,1008.4,296.8,30.3,-99.9,26,10.0,500.0,1489.9,404.8,343.6,309.2,321.6,392.6,567.1,613.0,691.6,737.1,828.2,900.1,1035.3,1198.4,1200.6,1159.6,1192.1,1293.5,1192.6,1203.0,1105.6,1125.9,926.6,1100.8,868.4,664.4,548.5,2020-03-18 16:45:17
2020-03-18 16:58:58,2020,3,18,16,58,58,1008.3,296.8,30.2,-99.9,26,10.0,500.0,1597.4,494.6,392.2,391.1,407.4,492.5,591.8,587.2,700.2,802.5,891.5,1005.9,1115.0,1216.8,1325.0,1337.8,1362.9,1426.8,1185.2,1227.5,1069.8,1244.3,1039.3,1164.8,823.4,662.7,546.6,2020-03-18 16:58:58
2020-03-18 17:12:39,2020,3,18,17,12,39,1008.3,296.8,30.2,-99.9,26,10.0,500.0,1493.1,277.0,348.5,444.1,367.4,415.7,482.9,573.1,640.2,797.3,825.0,880.7,1039.6,1091.2,1174.1,1334.8,1330.4,1308.3,1220.5,1212.5,1082.0,1152.3,973.8,1080.0,802.4,646.5,470.8,2020-03-18 17:12:39
2020-03-18 17:26:20,2020,3,18,17,26,20,1008.2,296.8,30.2,-99.9,26,10.0,500.0,1499.6,460.1,302.5,394.5,359.7,444.4,469.5,593.5,635.3,757.9,817.4,924.6,1006.3,1104.3,1147.4,1373.2,1278.8,1222.2,1138.3,1116.3,1115.8,1175.7,977.0,1129.3,881.9,712.5,527.3,2020-03-18 17:26:20
2020-03-18 17:40:01,2020,3,18,17,40,1,1008.1,296.8,30.2,-99.9,26,10.0,500.0,1393.8,392.4,326.0,334.5,354.3,442.5,480.4,554.0,683.5,719.2,902.6,843.3,950.1,997.0,960.5,1026.3,1191.8,1144.6,1039.0,1062.0,1009.3,1129.9,970.8,1061.2,813.6,635.3,485.9,2020-03-18 17:40:01
2020-03-18 17:53:42,2020,3,18,17,53,42,1008.1,296.8,30.2,-99.9,26,10.0,500.0,1273.0,413.7,313.4,323.6,252.9,411.6,406.7,449.3,587.8,647.8,688.8,832.2,896.4,989.7,1003.9,1039.0,1058.0,993.3,930.9,990.0,878.2,958.1,895.1,994.5,762.9,584.1,430.2,2020-03-18 17:53:42
2020-03-18 18:07:23,2020,3,18,18,7,23,1008.1,296.8,30.2,-99.9,26,10.0,500.0,1327.6,230.1,291.3,256.3,261.7,310.2,458.3,470.3,550.6,584.9,677.1,811.6,893.1,885.5,950.5,927.7,946.4,1108.7,1174.4,1146.4,1118.9,1187.9,1032.2,1129.7,933.0,684.1,514.6,2020-03-18 18:07:23
2020-03-18 18:21:04,2020,3,18,18,21,4,1008.0,296.8,30.2,-99.9,26,10.0,500.0,1523.3,322.5,302.9,365.8,388.2,503.1,571.4,603.5,688.5,743.8,903.1,1034.5,1005.5,1160.9,1262.3,1268.3,1299.6,1180.9,1156.8,1113.9,1056.8,1233.5,1103.1,1171.9,892.7,616.6,465.1,2020-03-18 18:21:04
2020-03-18 18:34:45,2020,3,18,18,34,45,1007.9,296.8,30.2,-99.9,26,10.0,500.0,1380.8,311.3,308.8,289.2,319.4,367.6,391.2,491.1,573.9,730.9,789.6,910.6,1033.5,1069.3,1066.5,1232.2,1270.8,1120.9,1039.6,1049.7,1009.0,1141.5,1050.0,1045.9,760.7,559.7,385.3,2020-03-18 18:34:45
2020-03-18 18:48:26,2020,3,18,18,48,26,1008.0,296.6,30.2,-99.9,26,10.0,500.0,1174.4,322.5,291.6,288.9,277.5,369.0,408.7,455.3,577.5,539.7,629.1,680.4,805.1,841.1,934.2,1021.2,1039.9,1038.2,865.0,840.7,823.5,928.9,770.7,894.0,726.7,550.1,361.8,2020-03-18 18:48:26
2020-03-18 19:02:07,2020,3,18,19,2,7,1008.1,296.6,30.3,-99.9,26,10.0,500.0,1117.1,207.7,224.8,218.6,216.9,337.1,365.9,411.3,465.0,533.1,679.8,723.5,738.4,753.9,811.6,923.2,967.7,918.9,817.4,806.8,837.5,957.6,842.3,916.5,744.6,595.1,423.0,2020-03-18 19:02:07
2020-03-18 19:15:48,2020,3,18,19,15,48,1008.0,296.5,30.2,-99.9,26,10.0,500.0,1358.9,380.0,291.6,333.9,305.8,390.6,423.2,492.6,567.5,749.9,784.6,776.7,853.4,970.6,1062.2,1174.3,1194.4,1142.7,1050.8,1175.8,997.4,1041.6,921.9,1044.1,824.6,608.9,436.3,2020-03-18 19:15:48
2020-03-18 19:29:29,2020,3,18,19,29,29,1007.9,296.5,30.2,-99.9,26,10.0,500.0,1279.1,368.9,292.0,295.5,330.1,374.0,454.2,498.8,601.8,640.1,759.6,772.0,884.6,897.8,964.3,1208.3,1231.2,1057.7,822.3,840.6,726.4,968.4,935.5,1067.0,786.8,606.9,437.2,2020-03-18 19:29:29
2020-03-18 19:43:10,2020,3,18,19,43,10,1007.9,296.5,30.3,-99.9,26,10.0,500.0,2302.1,415.0,303.2,336.6,581.5,737.1,923.3,921.5,1162.9,1334.9,1525.7,1628.3,1849.0,1837.3,1961.7,2070.5,2103.7,1957.8,1719.6,1692.3,1544.1,1581.2,1389.3,1479.1,1231.0,915.2,672.8,2020-03-18 19:43:10
2020-03-18 19:56:51,2020,3,18,19,56,51,1007.7,296.5,30.3,-99.9,26,10.0,500.0,2590.4,758.5,526.1,644.0,614.9,714.3,813.2,933.5,1209.5,1286.9,1484.1,1484.5,1567.0,1506.1,2211.3,2514.9,2571.3,2534.3,2198.1,2288.1,1804.6,1865.6,1587.5,1792.2,1379.8,1059.2,767.6,2020-03-18 19:56:51
2020-03-18 20:10:32,2020,3,18,20,10,32,1007.7,296.5,30.3,-99.9,26,10.0,500.0,2915.2,747.0,761.2,656.5,705.0,841.2,1002.8,1291.4,1427.1,1499.7,1635.9,2048.6,2572.5,2535.3,2466.1,2666.1,2631.1,2397.2,2025.9,2196.9,1990.4,2087.3,1707.8,1826.8,1382.9,1024.9,769.1,2020-03-18 20:10:32
2020-03-18 20:24:13,2020,3,18,20,24,13,1007.8,296.5,30.3,-99.9,26,10.0,500.0,3041.7,863.8,673.1,641.5,861.3,911.3,1142.7,1344.2,1426.7,1743.4,1980.6,2109.9,2274.4,2390.8,2504.7,2593.4,2675.2,2657.5,2280.2,2321.8,1998.5,2279.5,1835.8,1913.9,1432.2,1125.6,775.4,2020-03-18 20:24:13
2020-03-18 20:37:54,2020,3,18,20,37,54,1007.8,296.6,30.3,-99.9,26,10.0,500.0,3480.4,884.9,878.7,839.1,937.6,1121.4,1210.6,1441.8,1647.3,1790.8,1940.1,2263.1,2556.6,2733.8,2901.6,3074.7,3125.6,3101.9,2735.3,2654.6,2403.2,2557.8,2155.1,2292.0,1729.2,1318.1,918.3,2020-03-18 20:37:54
2020-03-18 20:51:35,2020,3,18,20,51,35,1007.8,296.6,30.3,-99.9,26,10.0,500.0,3252.3,955.9,740.4,856.9,915.3,1206.9,1243.9,1488.1,1704.2,1949.7,2072.3,2234.2,2391.0,2540.6,2764.2,2802.0,2748.6,2649.2,2484.4,2528.5,2163.8,2296.2,1834.9,1947.6,1490.4,1103.8,743.9,2020-03-18 20:51:35
2020-03-18 21:05:16,2020,3,18,21,5,16,1008.0,296.6,30.3,-99.9,26,10.0,500.0,2400.4,750.2,601.4,527.2,643.2,771.7,902.2,1048.2,1268.8,1400.1,1413.6,1594.7,1576.9,1776.8,2125.2,2232.6,2389.0,2243.0,1952.6,1634.2,1463.9,1617.0,1322.6,1469.9,1086.3,858.2,651.4,2020-03-18 21:05:16
2020-03-18 21:18:57,2020,3,18,21,18,57,1008.0,296.8,30.4,-99.9,26,10.0,500.0,2325.8,677.3,508.8,675.2,650.8,858.5,907.9,1012.4,1161.3,1252.2,1394.0,1624.7,1737.2,1763.7,1728.5,2117.4,1992.1,1910.3,1583.1,1651.9,1502.4,1616.9,1473.9,1633.2,1208.8,903.5,677.6,2020-03-18 21:18:57
2020-03-18 21:32:38,2020,3,18,21,32,38,1007.9,296.6,30.4,-99.9,26,10.0,500.0,2090.7,656.5,510.4,571.4,612.5,666.4,769.9,782.7,924.6,1201.8,1318.3,1291.5,1429.8,1536.4,1878.7,1827.3,1731.4,1806.8,1567.6,1649.7,1463.3,1524.3,1275.3,1311.6,1092.2,786.4,577.3,2020-03-18 21:32:38
2020-03-18 21:46:19,2020,3,18,21,46,19,1008.0,296.8,30.4,-99.9,26,10.0,500.0,2074.9,529.8,577.7,503.9,527.1,613.5,737.9,795.9,1113.6,1058.1,1201.4,1287.4,1420.7,1759.1,1794.9,1605.1,1808.8,1784.6,1716.4,1683.2,1400.8,1355.7,1267.1,1380.3,1149.0,875.2,584.5,2020-03-18 21:46:19
2020-03-18 22:00:00,2020,3,18,22,0,0,1007.9,296.8,30.4,-99.9,26,10.0,500.0,2200.2,574.7,632.5,566.8,656.5,782.3,858.3,868.3,1062.5,1271.1,1390.8,1390.8,1468.9,1644.2,1659.9,1995.4,1908.4,1937.0,1698.0,1723.5,1489.9,1714.6,1300.9,1390.5,1041.1,742.1,606.3,2020-03-18 22:00:00
2020-03-18 22:13:41,2020,3,18,22,13,41,1007.7,296.8,30.4,-99.9,26,10.0,500.0,2401.1,782.4,728.4,609.2,728.6,742.2,902.7,1080.4,1291.6,1302.0,1500.0,1405.0,1421.4,1881.2,1987.4,1866.2,2163.4,2103.7,2061.3,1973.0,1599.4,1462.7,1376.6,1576.0,1241.2,895.7,649.9,2020-03-18 22:13:41
2020-03-18 22:27:22,2020,3,18,22,27,22,1007.5,296.8,30.5,-99.9,26,10.0,500.0,2707.2,495.9,499.8,742.3,775.4,928.6,1088.3,1150.3,1442.9,1420.3,1811.4,1962.2,2020.2,2197.1,2377.4,2559.5,2597.1,2380.8,2053.6,1956.2,1640.6,1778.9,1433.1,1686.6,1299.9,928.9,608.8,2020-03-18 22:27:22
2020-03-18 22:41:03,2020,3,18,22,41,3,1007.3,296.9,30.5,-99.9,26,10.0,500.0,2597.2,689.0,576.0,595.1,696.4,800.1,920.2,1111.4,1374.4,1607.8,1575.4,1727.6,2083.0,2101.5,2031.1,2182.7,2143.5,2512.3,2109.8,1952.9,1639.6,1787.1,1588.8,1571.6,1219.9,963.8,656.1,2020-03-18 22:41:03
2020-03-18 22:54:44,2020,3,18,22,54,44,1006.9,296.9,30.5,-99.9,26,10.0,500.0,2706.7,759.7,577.3,728.1,662.1,771.9,1019.9,1275.9,1477.4,1492.3,1652.4,1803.8,1922.5,2143.8,2044.8,2407.3,2466.7,2480.8,2319.4,2241.4,1801.1,1779.2,1456.9,1613.2,1317.2,914.2,699.5,2020-03-18 22:54:44
2020-03-18 23:08:25,2020,3,18,23,8,25,1006.7,297.0,30.5,-99.9,26,10.0,500.0,2645.1,760.5,673.4,571.3,663.5,882.0,965.3,1145.0,1246.9,1321.1,1671.1,1911.1,1936.7,2126.3,2363.4,2418.8,2246.8,2205.6,1796.9,1841.0,1839.8,1843.9,1659.7,1785.5,1327.8,984.9,733.9,2020-03-18 23:08:25
2020-03-18 23:22:06,2020,3,18,23,22,6,1006.9,297.0,30.5,-99.9,26,10.0,500.0,2559.2,668.3,521.8,654.7,678.6,807.5,1099.5,1059.6,1179.5,1423.4,1473.4,1727.9,1730.9,1825.0,1748.2,1849.9,1914.7,2504.0,2095.4,2173.6,1873.2,2109.3,1572.1,1810.6,1305.8,1083.0,768.8,2020-03-18 23:22:06
2020-03-18 23:35:47,2020,3,18,23,35,47,1007.0,297.1,30.6,-99.9,26,10.0,500.0,3473.7,873.8,587.9,637.3,831.4,979.8,1060.3,1415.1,1967.6,2036.3,2350.9,2601.0,2711.4,2928.8,3176.8,3186.7,3046.8,2998.9,2729.8,2775.2,2147.3,2296.7,2013.1,2096.8,1581.3,1221.0,863.3,2020-03-18 23:35:47
